0.941605839	0	1.80E-05	0	0	0	0	0.350364964	0.006569343	0.094890511	0.081751825	0.518248175	0.481751825	1	0.00729927	0	0.95620438	0.948905109	0.96350365	0.01459854	0.00729927	0
0.914110429	0	0	4.78E-05	0	0	0	0.36196319	0.003067485	0.165644172	0.033742331	0.09202454	0.90797546	1	0.006134969	0	0.950920245	0.944785276	0.957055215	0	0	0
0.822222222	1.02E-05	0	4.07E-05	0	0	0	0.233333333	0.003888889	0.066666667	0.039444444	0.2	0.8	1	0.005555556	0	0.905555556	0.883333333	0.894444444	0.016666667	0	0
0.870503597	2.40E-05	4.20E-05	0	0	0	0	0.402877698	0.004316547	0.014388489	0.075539568	0.553956835	0.446043165	1	0.021582734	0	0.913669065	0.920863309	0.928057554	0.021582734	0.007194245	0
0.906666667	0	0	2.40E-05	0	0	0	0.346666667	0.003333333	0.186666667	0.040666667	0.093333333	0.906666667	1	0.006666667	0	0.96	0.953333333	0.966666667	0	0	0
0.907894737	0	0	3.39E-05	0	0	0	0.296052632	0.004605263	0.368421053	0.042763158	0.256578947	0.743421053	1	0.019736842	0	0.927631579	0.914473684	0.927631579	0.006578947	0.006578947	0
0.896103896	7.04E-06	0	2.81E-05	0	0	0	0.253246753	0.005194805	0.058441558	0.070779221	0.318181818	0.681818182	1	0.032467532	0	0.922077922	0.915584416	0.928571429	0.006493506	0.006493506	0
0.709677419	4.53E-05	0	4.53E-05	6.79E-05	0	0	0.295698925	0.014516129	0	0	0.623655914	0.376344086	1	0.016129032	0	0.774193548	0.623655914	0.73655914	0.553763441	0	0
0.890322581	0	0	4.76E-05	1.59E-05	0	0	0.219354839	0.006451613	0.04516129	0.061935484	0.4	0.6	1	0.032258065	0	0.95483871	0.916129032	0.941935484	0.064516129	0.006451613	0
0.898734177	0	0	3.02E-05	2.27E-05	0	0	0.202531646	0.008227848	0.025316456	0.092405063	0.518987342	0.481012658	1	0.025316456	0	0.930379747	0.892405063	0.911392405	0.075949367	0.006329114	0
0.807692308	4.49E-05	0	4.49E-05	0	0	0	0.192307692	0.007692308	0	0.027564103	0.314102564	0.685897436	1	0.019230769	0	0.814102564	0.858974359	0.858974359	0.070512821	0	0
0.81865285	0.005227869	0.005204608	0.005187162	0.005181347	0.005181347	0.005181347	0.25388601	0.00880829	0.005181347	0.032642487	0.207253886	0.797927461	1	0.010362694	0.005181347	0.849740933	0.870466321	0.865284974	0.03626943	0	0
0.681372549	5.87E-05	4.19E-06	2.93E-05	0	0	0	0.259803922	0.006862745	0	0.08872549	0.529411765	0.470588235	1	0.024509804	0	0.705882353	0.75	0.745098039	0.230392157	0	0
0.905063291	0	0	5.48E-06	0	0	0	0.436708861	0.001898734	0.037974684	0.061392405	0.158227848	0.841772152	1	0.006329114	0	0.917721519	0.911392405	0.924050633	0.006329114	0	0
0.818181818	9.87E-06	0	2.47E-05	9.87E-06	0	0	0.255681818	0.003977273	0.073863636	0.05	0.306818182	0.693181818	1	0.011363636	0	0.892045455	0.880681818	0.886363636	0.028409091	0	0
0.863905325	2.47E-05	0	3.09E-05	1.85E-05	0	0	0.171597633	0.007100592	0.00591716	0.041420118	0.366863905	0.633136095	1	0.01183432	0.01183432	0.887573964	0.869822485	0.881656805	0.041420118	0	0
0.795180723	7.78E-05	0	6.05E-05	0	0	0	0.180722892	0.007831325	0	0.06746988	0.415662651	0.584337349	1	0.012048193	0	0.873493976	0.855421687	0.86746988	0.048192771	0.006024096	0
0.85620915	4.42E-05	0	4.42E-05	2.94E-05	0	0	0.274509804	0.005882353	0	0.020915033	0.516339869	0.483660131	1	0.013071895	0	0.928104575	0.888888889	0.928104575	0.156862745	0.006535948	0
0.921052632	0	0	4.23E-05	0	0	0	0.546052632	0.001315789	0.315789474	0.035526316	0.131578947	0.868421053	1	0.013157895	0	0.953947368	0.953947368	0.960526316	0	0	0
0.814814815	3.95E-05	6.59E-06	1.32E-05	0	0	0	0.238095238	0.004232804	0	0.018518519	0.248677249	0.751322751	1	0.010582011	0.005291005	0.851851852	0.878306878	0.873015873	0.052910053	0	0
0.827586207	5.11E-05	0	3.58E-05	0	0	0	0.195402299	0.005747126	0	0.05	0.275862069	0.724137931	1	0.005747126	0	0.879310345	0.879310345	0.885057471	0.028735632	0	0
0.888888889	0	3.25E-05	3.25E-05	0	0	0	0.392592593	0.004444444	0.022222222	0.06	0.140740741	0.859259259	1	0.007407407	0	0.925925926	0.911111111	0.925925926	0.007407407	0	0
0.816326531	0.006802721	0.006802721	0.006852449	0.006802721	0.006802721	0.006802721	0.19047619	0.014965986	0.006802721	0.095238095	0.258503401	0.74829932	1	0.013605442	0.006802721	0.823129252	0.823129252	0.829931973	0.013605442	0	0
0.929078014	0	0	2.95E-05	5.90E-05	0	0	0.276595745	0.007092199	0.042553191	0.017730496	0.482269504	0.517730496	1	0.035460993	0	0.957446809	0.879432624	0.95035461	0.276595745	0.007092199	0
0.784431138	0	0	4.50E-05	5.25E-05	0	0	0.149700599	0.014371257	0.017964072	0.023353293	0.646706587	0.353293413	1	0.041916168	0.005988024	0.814371257	0.718562874	0.80239521	0.491017964	0.005988024	0
0.701657459	4.61E-05	1.84E-05	0	4.61E-06	0	0	0.193370166	0.006629834	0	0.028176796	0.657458564	0.342541436	1	0.033149171	0	0.73480663	0.762430939	0.740331492	0.149171271	0	0
0.824324324	1.89E-05	0	1.26E-05	6.30E-06	0	0	0.128378378	0.013513514	0	0.119594595	0.310810811	0.689189189	1	0.02027027	0	0.844594595	0.837837838	0.851351351	0.040540541	0	0
0.795454545	1.90E-05	0	4.74E-05	1.90E-05	0	0	0.198863636	0.028409091	0	0.166477273	0.715909091	0.284090909	1	0.056818182	0.005681818	0.840909091	0.8125	0.840909091	0.244318182	0.005681818	0
0.817073171	1.51E-05	0	6.03E-05	3.02E-05	0	0	0.158536585	0.01097561	0.06097561	0.092073171	0.5	0.5	1	0.030487805	0	0.896341463	0.81097561	0.835365854	0.243902439	0.006097561	0
0.847953216	3.00E-05	0	2.50E-05	0	0	0	0.298245614	0.004093567	0.029239766	0.04502924	0.391812865	0.608187135	1	0.029239766	0	0.871345029	0.894736842	0.900584795	0.029239766	0.005847953	0
0.754285714	5.77E-05	0	1.44E-05	2.40E-05	0	0	0.12	0.011428571	0	0.036	0.542857143	0.457142857	1	0.034285714	0.011428571	0.817142857	0.794285714	0.811428571	0.131428571	0	0
0.888888889	0	2.84E-05	5.68E-05	5.68E-05	0	1.42E-05	0.411764706	0.014379085	0	0.012418301	0.562091503	0.437908497	1	0.039215686	0	0.875816993	0.732026144	0.803921569	0.464052288	0.006535948	0
0.69005848	2.80E-05	0	5.60E-05	1.87E-05	0	0	0.239766082	0.014619883	0	0.033918129	0.695906433	0.304093567	1	0.035087719	0	0.719298246	0.713450292	0.725146199	0.111111111	0	0
0.904761905	0	0	9.73E-06	9.73E-06	0	0	0.299319728	0.005442177	0.088435374	0.121088435	0.442176871	0.557823129	1	0.013605442	0	0.952380952	0.925170068	0.945578231	0.054421769	0.006802721	0
